Course Title,Course ID,City,University,State,Department Code,Course URL
PostColonialismAfrica&MidEast,343,New Haven,Yale University,Connecticut,AFST,http://www.koofers.com/yale-university/afst/343-postcolonialismafrica-mideast/
Discussion Section,223D,New Haven,Yale University,Connecticut,ER&M,http://www.koofers.com/yale-university/er-m/223d-discussion-section/
Human Neuroscience,160,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/160-human-neuroscience/
IndigenousLanguagesofAustralia,547,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/547-indigenouslanguagesofaustralia/
ConvrsatnlHebrew:Israeli Media,159,New Haven,Yale University,Connecticut,HEBR,http://www.koofers.com/yale-university/hebr/159-convrsatnlhebrew-israeli-media/
Anglo-Norman World after 1066,269,New Haven,Yale University,Connecticut,MUSI,http://www.koofers.com/yale-university/musi/269-anglo-norman-world-after-1066/
Physical Oceanography,535,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/535-physical-oceanography/
Iran:Intl Relations since 1979,183,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/183-iran-intl-relations-since-1979/
Politics of Post-Soviet States,223,New Haven,Yale University,Connecticut,RSEE,http://www.koofers.com/yale-university/rsee/223-politics-of-post-soviet-states/
Field Methods,641,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/641-lang-descrip-field-methods-i/
Measurement Health Variables,903,New Haven,Yale University,Connecticut,NURS,http://www.koofers.com/yale-university/nurs/903-measurement-health-variables/
Germany&Crisis Interwar Europe,658,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/658-germany-crisis-interwar-europe/
Theater Planning Seminar,529,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/529-theater-planning-seminar/
ResSeminarMonasticFedShenoute,513,New Haven,Yale University,Connecticut,EGYP,http://www.koofers.com/yale-university/egyp/513-resseminarmonasticfedshenoute/
Corporate Finance,459,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/459-corporate-finance/
Women in the Arab World,386,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/386-women-in-the-arab-world/
Biomedical Engineering II,352,New Haven,Yale University,Connecticut,BENG,http://www.koofers.com/yale-university/beng/352-biomedical-engineering-ii/
Master's Project,2450,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/2450-masters-project/
Discussion Section,200D,New Haven,Yale University,Connecticut,RNST,http://www.koofers.com/yale-university/rnst/200d-discussion-section/
Moral Foundations of Politics,118,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/118-moral-foundations-of-politics/
20thCentury Balkan Instability,248J,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/248j-20thcentury-balkan-instability/
"Drama,Performance,Mass Culture",677,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/677-dramaperformancemass-culture/
AdvLowensteinHumRtsClinic,20511,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20511-advlowensteinhumrtsclinic/
Goethe's Poetic Revolution,303,New Haven,Yale University,Connecticut,GMAN,http://www.koofers.com/yale-university/gman/303-goethes-poetic-revolution/
FramedNarrativesMedievalEurope,519,New Haven,Yale University,Connecticut,SPAN,http://www.koofers.com/yale-university/span/519-framednarrativesmedievaleurope/
Intro: International Relations,111,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/111-intro-international-relations/
Poesie lyrique a la renaissnce,823,New Haven,Yale University,Connecticut,FREN,http://www.koofers.com/yale-university/fren/823-poesie-lyrique-a-la-renaissnce/
EnviromentalHistryOfMiddleEast,146,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/146-enviromentalhistryofmiddleeast/
Directed Readings in Theory,860,New Haven,Yale University,Connecticut,CPSC,http://www.koofers.com/yale-university/cpsc/860-directed-readings-in-theory/
Displacement& Ethnic Cleansing,457,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/457-displacement-ethnic-cleansing/
ResearchTopicsLang&Cognition,729,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/729-researchtopicslang-cognition/
Comparative Ethnic Studies,232,New Haven,Yale University,Connecticut,ER&M,http://www.koofers.com/yale-university/er-m/232-comparative-ethnic-studies/
VocalRepertoire/Singers GERMAN,607,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/607-vocal-repertoire-for-singers/
Patho/MgmtComAdltClProb II,807,New Haven,Yale University,Connecticut,NURS,http://www.koofers.com/yale-university/nurs/807-patho-mgmtcomadltclprob-ii/
Industrial Organization Sem,608,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/608-industrial-organization-sem/
Building Project,506,New Haven,Yale University,Connecticut,ARCH,http://www.koofers.com/yale-university/arch/506-building-project/
Economic Development of Japan,479,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/479-economic-development-of-japan/
Fundamentals ofMedical Imaging,421,New Haven,Yale University,Connecticut,BENG,http://www.koofers.com/yale-university/beng/421-physics-of-medical-imaging/
Environmental Anthropology,345,New Haven,Yale University,Connecticut,EVST,http://www.koofers.com/yale-university/evst/345-environmental-anthropology/
Southeast Asia since 1900,323,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/323-southeast-asia-since-1900/
Master's Project,2246,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/2246-masters-project/
Materials in Architecture,162,New Haven,Yale University,Connecticut,ARCH,http://www.koofers.com/yale-university/arch/162-materials-in-architecture/
ReadingJoshua:ContempHermentc,566,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/566-readingjoshua-contemphermentc/
UniversityPhysics:LifeSciences,171,New Haven,Yale University,Connecticut,PHYS,http://www.koofers.com/yale-university/phys/171-universityphysics-lifesciences/
Soc Sci Qual Research Methods,551,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/551-soc-sci-qual-research-methods/
"Schools,Communities&theTeacher",190,New Haven,Yale University,Connecticut,TPRP,http://www.koofers.com/yale-university/tprp/190-schoolscommunities-theteacher/
Viking Age Archaeology,230,New Haven,Yale University,Connecticut,CSES,http://www.koofers.com/yale-university/cses/230-viking-age-archaeology/
ModernDrama&ModernTechnologies,355,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/355-moderndrama-moderntechnologies/
Directed Research,999,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/999-directed-research/
RdngsReligionAmerHist1600-1990,705,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/705-rdngsreligionamerhist1600-1990/
Reconstruction from the Right,778,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/778-reconstruction-from-the-right/
Strategies Land Conservation,819,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/819-strategies-land-conservation/
Social Studies of Sexuality,384,New Haven,Yale University,Connecticut,EP&E,http://www.koofers.com/yale-university/ep-e/384-social-studies-of-sexuality/
Directed Reading,691,New Haven,Yale University,Connecticut,ITAL,http://www.koofers.com/yale-university/ital/691-directed-reading/
"Ethnicity,Race&MaterialCulture",153J,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/153j-ethnicityrace-materialculture/
Cellular& Molecular Physiology,570,New Haven,Yale University,Connecticut,ENAS,http://www.koofers.com/yale-university/enas/570-cellular-molecular-physiology/
Archaeology Laboratory I,733,New Haven,Yale University,Connecticut,ARCG,http://www.koofers.com/yale-university/arcg/733-archaeology-laboratory-i/
Modern Coordination Chemistry,557,New Haven,Yale University,Connecticut,CHEM,http://www.koofers.com/yale-university/chem/557-modern-coordination-chemistry/
SenEssay:IntensvMajorClassics,491,New Haven,Yale University,Connecticut,CLSS,http://www.koofers.com/yale-university/clss/491-senessay-intensvmajorclassics/
Internationl Political Economy,356,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/356-internationl-political-economy/
"Energy, Climate, Law & Policy",398,New Haven,Yale University,Connecticut,EVST,http://www.koofers.com/yale-university/evst/398-energy-climate-law-policy/
Dance for Actors,273,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/273-dance-for-actors/
Tonal Harmony and Form,205,New Haven,Yale University,Connecticut,MUSI,http://www.koofers.com/yale-university/musi/205-tonal-harmony-and-form/
Earth's Changing Climate,120,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/120-earths-changing-climate/
Religious Nationalism,266,New Haven,Yale University,Connecticut,EP&E,http://www.koofers.com/yale-university/ep-e/266-religious-nationalism/
Fundamentals of Combustion,708,New Haven,Yale University,Connecticut,ENAS,http://www.koofers.com/yale-university/enas/708-fundamentals-of-combustion/
International Financial Crisis,20543,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20543-international-financial-crisis/
CourtiersConspiratrs&ConArtsts,325,New Haven,Yale University,Connecticut,FREN,http://www.koofers.com/yale-university/fren/325-courtiersconspiratrs-conartsts/
Risk Management,549,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/549-risk-management/
Discussion Section,115D,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/115d-discussion-section/
Chinese Protestantism,860,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/860-chinese-protestantism/
StatSoftware&EmpiricalResearch,183,New Haven,Yale University,Connecticut,GLBL,http://www.koofers.com/yale-university/glbl/183-statsoftware-empiricalresearch/
WorldRel&Ecology:AsianReligion,872,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/872-worldrel-ecology-asianreligion/
EnlightenmentScience&Spectacle,474,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/474-enlightenmentscience-spectacle/
RsrchTpcsStereotypingPrejudice,736,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/736-rsrchtpcsstereotypingprejudice/
"Journalism,Liberalsm,Democracy",244,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/244-journalismliberalsmdemocracy/
The Music of Igor Stravinsky,612,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/612-the-music-of-igor-stravinsky/
Ministry & the Disinherited,824,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/824-theological-aesthetics/
Structre&Functn/HumnNervousSys,510,New Haven,Yale University,Connecticut,NSCI,http://www.koofers.com/yale-university/nsci/510-structre-functn-humnnervoussys/
Adv EpidemiologicResearchMthds,619,New Haven,Yale University,Connecticut,CDE,http://www.koofers.com/yale-university/cde/619-adv-epidemiologicresearchmthds/
Intensional Logic,428,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/428-intensional-logic/
The Senior Colloquium,490,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/490-the-senior-colloquium/
The Spectacle of Disability,329,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/329-the-spectacle-of-disability/
Biotransport and Kinetics,351,New Haven,Yale University,Connecticut,CENG,http://www.koofers.com/yale-university/ceng/351-biomedical-engineering-i/
Financial Accounting,170,New Haven,Yale University,Connecticut,ACCT,http://www.koofers.com/yale-university/acct/170-financial-accounting/
FrontiersBiomedicalEngineering,100,New Haven,Yale University,Connecticut,BENG,http://www.koofers.com/yale-university/beng/100-frontiersbiomedicalengineering/
US RisingAsia&PersianGulf21stC,611,New Haven,Yale University,Connecticut,INRL,http://www.koofers.com/yale-university/inrl/611-us-risingasia-persiangulf21stc/
Italian Food and Literature TR,205,New Haven,Yale University,Connecticut,ITAL,http://www.koofers.com/yale-university/ital/205-italian-food-and-literature-tr/
Soc&CultFactorsinMH,573,New Haven,Yale University,Connecticut,CDE,http://www.koofers.com/yale-university/cde/573-soc-cultfactorsinmh/
Advanced Legal Writing,20032,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20032-advanced-legal-writing/
Abraham & Abrahamic Religions,239,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/239-abraham-abrahamic-religions/
Genocide and Ethnic Conflict,384,New Haven,Yale University,Connecticut,GLBL,http://www.koofers.com/yale-university/glbl/384-genocide-and-ethnic-conflict/
Additional Section for CHEM112,12,New Haven,Yale University,Connecticut,CHEM,http://www.koofers.com/yale-university/chem/012-additional-section-for-chem112/
Workshop International Trade,729,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/729-workshop-international-trade/
Issues in Human Evolution,822,New Haven,Yale University,Connecticut,ARCG,http://www.koofers.com/yale-university/arcg/822-issues-in-human-evolution/
WomenRelignRepresntnAgeGlblztn,827,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/827-womenrelignrepresntnageglblztn/
Paleoclimates,402,New Haven,Yale University,Connecticut,G&G,http://www.koofers.com/yale-university/g-g/402-paleoclimates/
Intro to the History ofScience,702,New Haven,Yale University,Connecticut,HSHM,http://www.koofers.com/yale-university/hshm/702-intro-to-the-history-ofscience/
Method& Practice of Field Work,181,New Haven,Yale University,Connecticut,AFAM,http://www.koofers.com/yale-university/afam/181-method-practice-of-field-work/
Introductory Clinical for NMPL,578,New Haven,Yale University,Connecticut,NURS,http://www.koofers.com/yale-university/nurs/578-introductory-clinical-for-nmpl/
Medical Impact ofBasic Science,749,New Haven,Yale University,Connecticut,GENE,http://www.koofers.com/yale-university/gene/749-medicalimpactofbasicscience/
The Senior Essay or Project,492,New Haven,Yale University,Connecticut,ER&M,http://www.koofers.com/yale-university/er-m/492-the-senior-essay-or-project/
The Ballets Russes,567,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/567-chant-liturgyinlatinmiddleages/
MathematicalMethodsInEngneerng,397,New Haven,Yale University,Connecticut,ENAS,http://www.koofers.com/yale-university/enas/397-mathematicalmethodsinengneerng/
Ralph Ellison in Context,445,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/445-ralph-ellison-in-context/
Discussion section,300D,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/300d-discussion-section/
Internationl Environmentl Law,320,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/320-internationl-environmentl-law/
Work and Gender,21577,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21577-work-and-gender/
EgyptianReligionThroughTheAges,141,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/141-egyptianreligionthroughtheages/
"Law, Secrets & Lying",20105,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20105-law-secrets-lying/
Victorians to Moderns,880,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/880-victorians-to-moderns/
Senior Colloquium and Project,491,New Haven,Yale University,Connecticut,CGSC,http://www.koofers.com/yale-university/cgsc/491-senior-colloquium-and-project/
"LatinAm Art,Arch,Rel 1492-1800",741,New Haven,Yale University,Connecticut,HSAR,http://www.koofers.com/yale-university/hsar/741-latinam-artarchrel-1492-1800/
Public Opinion,249,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/249-public-opinion/
Developing A Research Protocol,617,New Haven,Yale University,Connecticut,CDE,http://www.koofers.com/yale-university/cde/617-developing-a-research-protocol/
Entrepreneurial Business Plan,832,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/832-society-env-theory-method/
Architectural Design Studio,512,New Haven,Yale University,Connecticut,ARCH,http://www.koofers.com/yale-university/arch/512-architectural-design-studio/
Principles of Clinical Rsrch,625,New Haven,Yale University,Connecticut,IMED,http://www.koofers.com/yale-university/imed/625-principles-of-clinical-rsrch/
Lit ofWWII:HomefrontNarratives,432,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/432-litofwwii-homefrontnarratives/
Research Topics,495,New Haven,Yale University,Connecticut,PSYC,http://www.koofers.com/yale-university/psyc/495-research-topics/
Discussion Section,332D,New Haven,Yale University,Connecticut,AFAM,http://www.koofers.com/yale-university/afam/332d-discussion-section/
Discussion Section,355LD,New Haven,Yale University,Connecticut,BENG,http://www.koofers.com/yale-university/beng/355ld-discussion-section/
Discussion Section,229D,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/229d-discussion-section/
CivilWar&Reconstruction1845-77,172,New Haven,Yale University,Connecticut,AFAM,http://www.koofers.com/yale-university/afam/172-civilwar-reconstruction1845-77/
Independent Study,1020,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/1020-independent-study/
Aristotle's Political Thought,627,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/627-aristotles-political-thought/
Nonprofit Institutions,21280,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21280-nonprofit-institutions/
ClinicalRsrchBiomedicalEngnrng,580,New Haven,Yale University,Connecticut,ENAS,http://www.koofers.com/yale-university/enas/580-clinicalrsrchbiomedicalengnrng/
Discussion section,200D,New Haven,Yale University,Connecticut,MB&B,http://www.koofers.com/yale-university/mb-b/200d-discussion-section/
LatAmerFilm:BrazilMexicoArgent,245,New Haven,Yale University,Connecticut,SPAN,http://www.koofers.com/yale-university/span/245-latamerfilm-brazilmexicoargent/
Current Chemistry Seminar,400,New Haven,Yale University,Connecticut,CHEM,http://www.koofers.com/yale-university/chem/400-current-chemistry-seminar/
SocialControl &CriminalJustice,41,New Haven,Yale University,Connecticut,SOCY,http://www.koofers.com/yale-university/socy/041-socialcontrol-criminaljustice/
Cicero's Letters,736,New Haven,Yale University,Connecticut,LATN,http://www.koofers.com/yale-university/latn/736-ciceros-letters/
Women Mystics,841,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/841-women-mystics/
Society and Natural Resources,831,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/831-society-and-natural-resources/
Queer Mythologies,408,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/408-mythology-in-20th-c-queer-lit/
Archaeology Laboratory II,705,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/705-archaeology-laboratory-ii/
PerspectvesOnScience&Engneerng,199,New Haven,Yale University,Connecticut,SCIE,http://www.koofers.com/yale-university/scie/199-perspectvesonscience-engneerng/
Space in Japanese Fiction&Film,582,New Haven,Yale University,Connecticut,JAPN,http://www.koofers.com/yale-university/japn/582-space-in-japanese-fiction-film/
Statistcs forArchaeol Analysis,754,New Haven,Yale University,Connecticut,ARCG,http://www.koofers.com/yale-university/arcg/754-statistcs-forarchaeol-analysis/
The Senior Essay,493,New Haven,Yale University,Connecticut,NELC,http://www.koofers.com/yale-university/nelc/493-the-senior-essay/
Formalism Revisited,571,New Haven,Yale University,Connecticut,ART,http://www.koofers.com/yale-university/art/571-formalism-revisited/
CriticalApproachesToArtHistory,401,New Haven,Yale University,Connecticut,HSAR,http://www.koofers.com/yale-university/hsar/401-criticalapproachestoarthistory/
Media: The Logic of Repetition,450,New Haven,Yale University,Connecticut,FILM,http://www.koofers.com/yale-university/film/450-media-the-logic-of-repetition/
Lacan: Rereading Freud,304,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/304-lacan-rereading-freud/
Venice,3222,New Haven,Yale University,Connecticut,ARCH,http://www.koofers.com/yale-university/arch/3222-venice/
Criminal Defense Project,21590,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21590-criminal-defense-project/
Introduction to Digital Video,145,New Haven,Yale University,Connecticut,ART,http://www.koofers.com/yale-university/art/145-introduction-to-digital-video/
Methods in Geomicrobiology,441,New Haven,Yale University,Connecticut,MCDB,http://www.koofers.com/yale-university/mcdb/441-methods-in-geomicrobiology/
Rethinking AFAM Literary Canon,943,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/943-rethinking-afam-literary-canon/
VisualCulture: Lit Drama& Film,246,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/246-visualculture-lit-drama-film/
StudiesEvolutionaryMedicine II,461,New Haven,Yale University,Connecticut,E&EB,http://www.koofers.com/yale-university/e-eb/461-studiesevolutionarymedicine-ii/
Sexual Violence and War,806,New Haven,Yale University,Connecticut,AFST,http://www.koofers.com/yale-university/afst/806-sexual-violence-and-war/
MedievalWar:Chaucer&Shakespear,156,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/156-medievalwar-chaucer-shakespear/
Lawyering Ethics Clinic,20114,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20114-lawyering-ethics-clinic/
ModernJewishReligiousRadicalsm,279,New Haven,Yale University,Connecticut,JDST,http://www.koofers.com/yale-university/jdst/279-modernjewishreligiousradicalsm/
DirReading:AmerReligiousHist,961,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/961-dirreading-amerreligioushist/
Communication and Healing,618,New Haven,Yale University,Connecticut,AFST,http://www.koofers.com/yale-university/afst/618-communication-and-healing/
Strategies Land Conservation,80027,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/80027-strategies-land-conservation/
Ethics and American Business,369,New Haven,Yale University,Connecticut,EP&E,http://www.koofers.com/yale-university/ep-e/369-ethics-and-american-business/
Disability and Culture,234,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/234-disability-and-culture/
IntellctualProperty:DigitalAge,182,New Haven,Yale University,Connecticut,CPSC,http://www.koofers.com/yale-university/cpsc/182-intellctualproperty-digitalage/
Intro to Elements of Music,110,New Haven,Yale University,Connecticut,MUSI,http://www.koofers.com/yale-university/musi/110-intro-to-elements-of-music/
The Causes of War,667,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/667-the-causes-of-war/
Law of War:HumanitarianLaw,21652,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21652-law-of-war-humanitarianlaw/
Historical Methods Film Study,603,New Haven,Yale University,Connecticut,FILM,http://www.koofers.com/yale-university/film/603-historical-methods-film-study/
Capital Punishment Clinic,20251,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20251-capital-punishment-clinic/
Postcolonial Theory & Lit TR,265,New Haven,Yale University,Connecticut,LITR,http://www.koofers.com/yale-university/litr/265-postcolonial-theory-lit-tr/
Cognitive Architecture,431,New Haven,Yale University,Connecticut,CGSC,http://www.koofers.com/yale-university/cgsc/431-cognitive-architecture/
Intro to Statistics: Medicine,105,New Haven,Yale University,Connecticut,STAT,http://www.koofers.com/yale-university/stat/105-intro-to-statistics-medicine/
Futurismo/Futurismi,765,New Haven,Yale University,Connecticut,ITAL,http://www.koofers.com/yale-university/ital/765-futurismo-futurismi/
Metric States and Syntaxes,952,New Haven,Yale University,Connecticut,MUSI,http://www.koofers.com/yale-university/musi/952-metric-states-and-syntaxes/
Chamber Music,843,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/843-chamber-music/
Sensors and Biosensors,428,New Haven,Yale University,Connecticut,EENG,http://www.koofers.com/yale-university/eeng/428-sensors-and-biosensors/
HarmonicAnalysis&Probability,712,New Haven,Yale University,Connecticut,MATH,http://www.koofers.com/yale-university/math/712-harmonicanalysis-probability/
Linguistic Change,212,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/212-linguistic-change/
Advanced Tutorial,598,New Haven,Yale University,Connecticut,TAML,http://www.koofers.com/yale-university/taml/598-advanced-tutorial/
HistoryOfJewsEarlyModernTimes,773,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/773-historyofjewstothereformation/
IntroductoryHearing&Analysis I,500,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/500-hearing/
Economic History Workshop,588,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/588-economic-history-workshop/
Modern Arab Thought,407,New Haven,Yale University,Connecticut,NELC,http://www.koofers.com/yale-university/nelc/407-modern-arab-thought/
WritingFantasy&ScienceFiction,463,New Haven,Yale University,Connecticut,ENGL,http://www.koofers.com/yale-university/engl/463-writingfantasy-sciencefiction/
Beijing 19th Century toPresent,311J,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/311j-beijing-19th-century-topresent/
Ecosystem Ecology,330,New Haven,Yale University,Connecticut,EVST,http://www.koofers.com/yale-university/evst/330-ecosystem-analysis/
The European Enlightenment,219J,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/219j-monarchy-modernbritishsociety/
Advanced Modern Chinese II,151,New Haven,Yale University,Connecticut,CHNS,http://www.koofers.com/yale-university/chns/151-advanced-modern-chinese-ii/
Horace: Satires and Epistles,475,New Haven,Yale University,Connecticut,LATN,http://www.koofers.com/yale-university/latn/475-horace-satires-and-epistles/
Money and the Novel TR,7,New Haven,Yale University,Connecticut,FREN,http://www.koofers.com/yale-university/fren/007-money-and-the-novel-tr/
Research Methods: Astrophysics,255,New Haven,Yale University,Connecticut,ASTR,http://www.koofers.com/yale-university/astr/255-research-methods-astrophysics/
Evolution of Central Banking,500,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/500-evolution-of-central-banking/
Global Ethics & Climate Change,875,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/875-global-ethics-climate-change/
Intro to Literary Japanese,170,New Haven,Yale University,Connecticut,JAPN,http://www.koofers.com/yale-university/japn/170-intro-to-literary-japanese/
Law and Social Movements,20562,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20562-law-and-social-movements/
Ancient Political Philosophy,318,New Haven,Yale University,Connecticut,HUMS,http://www.koofers.com/yale-university/hums/318-ancient-political-philosophy/
Rotation: Rheumatology,977,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/977-rotation-rheumatology/
Hydrology & Water Resources,646,New Haven,Yale University,Connecticut,ENAS,http://www.koofers.com/yale-university/enas/646-hydrology-water-resources/
PhilosophyOfMath:AncientGreece,801,New Haven,Yale University,Connecticut,CLSS,http://www.koofers.com/yale-university/clss/801-philosophyofmath-ancientgreece/
East Asian Capitalism,356,New Haven,Yale University,Connecticut,EAST,http://www.koofers.com/yale-university/east/356-east-asian-capitalism/
Laboratory Rotation,670,New Haven,Yale University,Connecticut,MBIO,http://www.koofers.com/yale-university/mbio/670-laboratory-rotation/
Contemporary American Society,115,New Haven,Yale University,Connecticut,SOCY,http://www.koofers.com/yale-university/socy/115-contemporary-american-society/
Common Hlth Probs Older Adults,555,New Haven,Yale University,Connecticut,NURS,http://www.koofers.com/yale-university/nurs/555-common-hlth-probs-older-adults/
Aristotle:Choice&Responsibilty,712,New Haven,Yale University,Connecticut,GREK,http://www.koofers.com/yale-university/grek/712-aristotle-choice-responsibilty/
IntnsvResrchBiochem&Biophysics,479,New Haven,Yale University,Connecticut,MB&B,http://www.koofers.com/yale-university/mb-b/479-intnsvresrchbiochem-biophysics/
Markets and Cultures in Asia,542,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/542-cult-mrksasiathroughtime-space/
Farming & Eating in the U.S.A.,372,New Haven,Yale University,Connecticut,CSJE,http://www.koofers.com/yale-university/csje/372-farming-eating-in-the-usa/
