Course Title,Course ID,City,University,State,Department Code,Course URL
First-Order Logic,115,New Haven,Yale University,Connecticut,PHIL,http://www.koofers.com/yale-university/phil/115-first-order-logic/
Agape and Special Relations,852,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/852-agape-and-special-relations/
Legacies of the Enlightenment,182,New Haven,Yale University,Connecticut,GMST,http://www.koofers.com/yale-university/gmst/182-legacies-of-the-enlightenment/
Preventive Medicine,870,New Haven,Yale University,Connecticut,PA,http://www.koofers.com/yale-university/pa/870-preventive-medicine/
Cosmology,470,New Haven,Yale University,Connecticut,ASTR,http://www.koofers.com/yale-university/astr/470-cosmology/
Research in 20thC U.S. History,736,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/736-research-in-20thc-us-history/
India&Pakistan:Demcrcy&Conflct,242,New Haven,Yale University,Connecticut,SAST,http://www.koofers.com/yale-university/sast/242-south-asian-politics/
Conceptual Basis of Nurs Prac,611,New Haven,Yale University,Connecticut,NURS,http://www.koofers.com/yale-university/nurs/611-conceptual-basis-of-nurs-prac/
Developing Winning Strategies,823,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/823-developing-winning-strategies/
Stellar Populations,510,New Haven,Yale University,Connecticut,ASTR,http://www.koofers.com/yale-university/astr/510-stellar-populations/
PrinciplesHeterogeneousCatalys,618,New Haven,Yale University,Connecticut,ENAS,http://www.koofers.com/yale-university/enas/618-principlesheterogeneouscatalys/
Japanese&Africn-AmerPerformnce,427,New Haven,Yale University,Connecticut,THST,http://www.koofers.com/yale-university/thst/427-japanese-africn-amerperformnce/
Research Methods: Linguistics,490,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/490-researchmethods-in-linguistics/
The Intellectual in Politics,328,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/328-the-intellectual-in-politics/
New Immigrants: United States,351,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/351-new-immigrants-united-states/
Lab Section,226LD,New Haven,Yale University,Connecticut,CHEM,http://www.koofers.com/yale-university/chem/226ld-lab-section/
Early National America,169,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/169-early-national-america/
Energy Technology and Society,60,New Haven,Yale University,Connecticut,ENAS,http://www.koofers.com/yale-university/enas/060-energy-technology-and-society/
Litr&SctyLate18th&Erly19thCRus,604,New Haven,Yale University,Connecticut,RUSS,http://www.koofers.com/yale-university/russ/604-litr-sctylate18th-erly19thcrus/
Catholicism: Second Millennium,201,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/201-catholicism-second-millennium/
Cost Effectiveness Analysis,570,New Haven,Yale University,Connecticut,HPA,http://www.koofers.com/yale-university/hpa/570-cost-effectiveness-analysis/
Immigration Legal Services,20016,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/20016-immigration-legal-services/
Ancient Painting and Mosaics,237,New Haven,Yale University,Connecticut,ARCG,http://www.koofers.com/yale-university/arcg/237-ancient-painting-and-mosaics/
Law in Muslim Societies,380,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/380-law-in-muslim-societies/
Revolutionary America,9,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/009-revolutionary-america/
Creole Identities & Fictions,851,New Haven,Yale University,Connecticut,AFAM,http://www.koofers.com/yale-university/afam/851-creole-identities-fictions/
Discussion Section,170D,New Haven,Yale University,Connecticut,PHYS,http://www.koofers.com/yale-university/phys/170d-discussion-section/
Rdngs in the HistryofSexuality,866,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/866-rdngs-in-the-histryofsexuality/
Reformation Europe,734,New Haven,Yale University,Connecticut,REL,http://www.koofers.com/yale-university/rel/734-reformation-europe/
Social Movements in India,241,New Haven,Yale University,Connecticut,SAST,http://www.koofers.com/yale-university/sast/241-social-movements-in-india/
Climate and Life,61005,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/61005-climate-and-life/
Energy Markets Strategy,820,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/820-energy-markets-strategy/
Art Song Coaching/Singers ISM,509,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/509-art-song-coaching-for-singers/
Autopsy Pathology,616,New Haven,Yale University,Connecticut,PATH,http://www.koofers.com/yale-university/path/616-autopsy-pathology/
Devlpmnt&Govrnce:MidEast&Afrca,426,New Haven,Yale University,Connecticut,INTS,http://www.koofers.com/yale-university/ints/426-devlpmnt-govrnce-mideast-afrca/
Senior Research Colloquium,490,New Haven,Yale University,Connecticut,ARCH,http://www.koofers.com/yale-university/arch/490-senior-research-colloquium/
Stage and Screen,328,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/328-stage-and-screen/
MigrationLit:E.Asia&America TR,350,New Haven,Yale University,Connecticut,ER&M,http://www.koofers.com/yale-university/er-m/350-migrationlit-easia-america-tr/
Discussion Section,226D,New Haven,Yale University,Connecticut,EVST,http://www.koofers.com/yale-university/evst/226d-discussion-section/
Law &Politics of Globalization,168,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/168-law-politics-of-globalization/
SearchForExtraterrestrialLife,30,New Haven,Yale University,Connecticut,ASTR,http://www.koofers.com/yale-university/astr/030-searchforextraterrestriallife/
New Italian Cinema,596,New Haven,Yale University,Connecticut,ITAL,http://www.koofers.com/yale-university/ital/596-new-italian-cinema/
Islamic Law and Ethics,197,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/197-islamic-law-and-ethics/
Elements of Choral Technique,565,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/565-elements-of-choral-technique/
U.S. Lesbian and Gay History,200,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/200-us-lesbian-and-gay-history/
Abraham & Abrahamic Religions,233,New Haven,Yale University,Connecticut,JDST,http://www.koofers.com/yale-university/jdst/233-abraham-abrahamic-religions/
Postcolonial Studies,371,New Haven,Yale University,Connecticut,SAST,http://www.koofers.com/yale-university/sast/371-postcolonial-studies/
Medicine&SocietyInAmericanHist,6,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/006-medicine-societyinamericanhist/
Theory & Aesthetics 1600-1800,722,New Haven,Yale University,Connecticut,MUSI,http://www.koofers.com/yale-university/musi/722-theory-aesthetics-1600-1800/
Portugal & Its Empire1415-1825,809,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/809-portugal-its-empire1415-1825/
Photo. Reproduction,825,New Haven,Yale University,Connecticut,ART,http://www.koofers.com/yale-university/art/825-photo-reproduction/
Literature of Puerto Rico,395,New Haven,Yale University,Connecticut,SPAN,
StageMgtForum:The ArtisticProc,700,New Haven,Yale University,Connecticut,DRAM,http://www.koofers.com/yale-university/dram/700-stagemgtforum-the-artisticproc/
Literary Survey: Palestine TR,174,New Haven,Yale University,Connecticut,MMES,http://www.koofers.com/yale-university/mmes/174-literary-survey-palestine-tr/
Intro Occupatnl& Envrnmntl Med,575,New Haven,Yale University,Connecticut,EHS,http://www.koofers.com/yale-university/ehs/575-intro-occupatnl-envrnmntl-med/
Readings History of Gender,744,New Haven,Yale University,Connecticut,WGSS,http://www.koofers.com/yale-university/wgss/744-readings-history-of-gender/
Senior Essay,491,New Haven,Yale University,Connecticut,SAST,http://www.koofers.com/yale-university/sast/491-senior-essay/
Qual.Impvmt & Patient Safety,563,New Haven,Yale University,Connecticut,NURS,http://www.koofers.com/yale-university/nurs/563-qualimpvmt-patient-safety/
Junior Seminar,395,New Haven,Yale University,Connecticut,ART,http://www.koofers.com/yale-university/art/395-junior-seminar/
Greening Business Operations,443,New Haven,Yale University,Connecticut,ENVE,http://www.koofers.com/yale-university/enve/443-greening-business-operations/
Yale Journal on Regulation,30021,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/30021-yale-journal-on-regulation/
Issues in Health Economics,319,New Haven,Yale University,Connecticut,EP&E,http://www.koofers.com/yale-university/ep-e/319-issues-in-health-economics/
Law of Democracy,21567,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21567-law-of-democracy/
Language Section,140D,New Haven,Yale University,Connecticut,CHNS,http://www.koofers.com/yale-university/chns/140d-language-section/
Cognitive Science of Good/Evil,423,New Haven,Yale University,Connecticut,CGSC,http://www.koofers.com/yale-university/cgsc/423-cognitive-science-of-good-evil/
Introduction to Toxicology,896,New Haven,Yale University,Connecticut,F&ES,http://www.koofers.com/yale-university/f-es/896-introduction-to-toxicology/
Discussion Section,240D,New Haven,Yale University,Connecticut,E&EB,http://www.koofers.com/yale-university/e-eb/240d-discussion-section/
Intro to Algebraic Geometry,440,New Haven,Yale University,Connecticut,MATH,http://www.koofers.com/yale-university/math/440-intro-to-algebraic-geometry/
"Fassbinder, Herzog, Haneke",765,New Haven,Yale University,Connecticut,FILM,http://www.koofers.com/yale-university/film/765-fassbinder-herzog-haneke/
AdvancedConversationalSpanish,150,New Haven,Yale University,Connecticut,SPAN,http://www.koofers.com/yale-university/span/150-advancedconversationalspanish/
Rituals of Buddhist Tantra,180,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/180-rituals-of-buddhist-tantra/
Discussion Section,263D,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/263d-discussion-section/
Dir Research in Linguistics,952,New Haven,Yale University,Connecticut,ANTH,http://www.koofers.com/yale-university/anth/952-dir-research-in-linguistics/
Liberalism& Politics of Empire,601,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/601-liberalism-politics-of-empire/
Chinese Painting 17th Century,793,New Haven,Yale University,Connecticut,HSAR,http://www.koofers.com/yale-university/hsar/793-chinese-painting-17th-century/
Exec Politics & The Presidency,820,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/820-exec-politics-the-presidency/
Mechatronics Laboratory,390,New Haven,Yale University,Connecticut,MENG,http://www.koofers.com/yale-university/meng/390-mechatronics-laboratory/
Non-Shakespearean Drama,693,New Haven,Yale University,Connecticut,CPLT,http://www.koofers.com/yale-university/cplt/693-non-shakespearean-drama/
Nationalism and Identity,158,New Haven,Yale University,Connecticut,PLSC,http://www.koofers.com/yale-university/plsc/158-nationalism-and-identity/
Operations Management I,571,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/571-operations-management-i/
Economics of Natural Resources,737,New Haven,Yale University,Connecticut,ECON,http://www.koofers.com/yale-university/econ/737-economics-of-natural-resources/
The Senior Essay,491,New Haven,Yale University,Connecticut,HSHM,http://www.koofers.com/yale-university/hshm/491-the-senior-essay/
Marketing Strategy,559,New Haven,Yale University,Connecticut,MGT,http://www.koofers.com/yale-university/mgt/559-marketing-strategy/
Latin Syntax and Stylistics,390,New Haven,Yale University,Connecticut,LATN,http://www.koofers.com/yale-university/latn/390-latin-syntax-and-style/
Radiative Processes,440,New Haven,Yale University,Connecticut,ASTR,http://www.koofers.com/yale-university/astr/440-radiative-processes/
MilanKundera:Novelist&ThinkrTR,300,New Haven,Yale University,Connecticut,RSEE,http://www.koofers.com/yale-university/rsee/300-milankundera-novelist-thinkrtr/
HistOfTraditionalChinaTo1600,315,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/315-histoftraditionalchinato1600/
AdvLglSrvcesImmigrantCommuniti,21553,New Haven,Yale University,Connecticut,LAW,http://www.koofers.com/yale-university/law/21553-advlglsrvcesimmigrantcommuniti/
Intermediate Persian II,140,New Haven,Yale University,Connecticut,PERS,http://www.koofers.com/yale-university/pers/140-intermediate-persian-ii/
The Films of Alfred Hitchcock,411,New Haven,Yale University,Connecticut,FILM,http://www.koofers.com/yale-university/film/411-the-films-of-alfred-hitchcock/
ProblemsHistMed&PublicHealth,878,New Haven,Yale University,Connecticut,AMST,http://www.koofers.com/yale-university/amst/878-problemshistmed-publichealth/
DiseasePublic Health&Empire,430J,New Haven,Yale University,Connecticut,HIST,http://www.koofers.com/yale-university/hist/430j-diseasepublic-health-empire/
RepresentingtheSpanishCivilWar,748,New Haven,Yale University,Connecticut,SPAN,http://www.koofers.com/yale-university/span/748-representingthespanishcivilwar/
AmericanMusicalTheaterHistory,236,New Haven,Yale University,Connecticut,THST,http://www.koofers.com/yale-university/thst/236-americanmusicaltheaterhistory/
Meaning,169,New Haven,Yale University,Connecticut,LING,http://www.koofers.com/yale-university/ling/169-meaning/
The Making of Monasticism,253,New Haven,Yale University,Connecticut,RLST,http://www.koofers.com/yale-university/rlst/253-the-making-of-monasticism/
Advanced Modern Chinese I,150,New Haven,Yale University,Connecticut,CHNS,http://www.koofers.com/yale-university/chns/150-advanced-modern-chinese-i/
Chamber Music,943,New Haven,Yale University,Connecticut,MUS,http://www.koofers.com/yale-university/mus/943-chamber-music/
Intro to Middle HighGerman Lit,585,New Haven,Yale University,Connecticut,CPLT,http://www.koofers.com/yale-university/cplt/585-intro-to-middle-highgerman-lit/
Intermolecular &Surface Forces,787,New Haven,Yale University,Connecticut,ENAS,http://www.koofers.com/yale-university/enas/787-intermolecular-surface-forces/
